rating,description,title,company,popularity,image_urls,releasedate,images,directors,writers,stars,time,genre,totalrating,total_cast
6.7,"
                    Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.
            ",Comet,Anonymous Content," 
               From , 
               ,
                    4,233
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTgwMTE4NzAwOF5BMl5BanBnXkFtZTgwNzE0MjkxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg","5 December 2014 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTgwMTE4NzAwOF5BMl5BanBnXkFtZTgwNzE0MjkxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/997d4e8bb9dcb3f6d7c6328e4eb5d4a78d869245.jpg', 'checksum': 'f5b6daecc6e9f1419061a6eded74904b'}]",Sam Esmail,Sam Esmail,"Justin Long,Emmy Rossum,Kayla Servi",,,"11,065","Justin Long,Kayla Servi,Eric Winter,Emmy Rossum,Ben Scott,Lou Beatty Jr.,Ben Pace,Nicole Lucas,Connie Jackson,Geoffrey Gould,Derrick Dean"
6.1,"
                    The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.
            ",Exodus: Gods and Kings,Chernin Entertainment," 
               From , 
               ,
                    673
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg","12 December 2014 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/28ca81a598678e3c5dc1323b4727428f4bf41df3.jpg', 'checksum': 'd53b7179c8754909dc64e8c1c0279db6'}]",Ridley Scott,"Adam Cooper,Bill Collage","Christian Bale,Joel Edgerton,Ben Kingsley",,,"126,537","Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn,María Valverde,Sigourney Weaver,Ben Kingsley,Isaac Andrews,Hiam Abbass,Indira Varma,Ewen Bremner,Golshifteh Farahani,Ghassan Massoud,Tara Fitzgerald,Dar Salim,Andrew Tarbet,Ken Bones,Philip Arditti,Hal Hewetson,Christopher Sciueref,Emun Elliott,Anton Alexander,Jonathan Rod,Maykol Hernandez,Kevork Malikyan,Aaron Neil,Nicholas Khan,Phil Perez,Jorge Suquet,Giannina Facio-Scott,Abhin Galeya,Anthony Rotsa,Ayoub El Hilali,Alejandro Naranjo,Miguel G. Borda,Ziad Abaza,Emmanuel Akintunde,Amin Ali,Kiko Castro,Afsaneh Dehrouyeh,Ibrahim Fagge,Melissa Galloway,David Georgiou,Hayden Hayder,Kane Headley-Cummings,Leigh Holland,Joshua Johnson,Sayed Kassem,Kenny Knight,Simone Liebman,Tyrone Love,Adrián López,Barrie Martin,João Costa Menezes,Serhat Metin,Haaris Mirza,Gerard Monaco,Koral Neil,Sunny Nersian,Asier Olaizola,Adrian Palmer,María Pedroviejo,Laurent Plancel,Juan Poveda,Joseph G. Quinn,Pepe Roma,Anna Savva,Kelly Schembri,Sarah Sharman,Sipei Benson,Mens-Sana Tamakloe,Georgie-May Tearle,Jane Thorne,Roland Watson"
7.2,"
                    A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.
            ",Wild,Fox Searchlight Pictures," 
               From , 
               ,
                    954
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTczNzI2MDc1Ml5BMl5BanBnXkFtZTgwOTU5NTYxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","19 December 2014 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTczNzI2MDc1Ml5BMl5BanBnXkFtZTgwOTU5NTYxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/b4e1a59ab71e27ca4f10eaa89b2a7f2f2246ca9b.jpg', 'checksum': 'a84c551ada5ff6e192ce3ec2ce626955'}]",Jean-Marc Vallée,"Nick Hornby,Cheryl Strayed","Reese Witherspoon,Laura Dern,Gaby Hoffmann",,,"84,263","Reese Witherspoon,Laura Dern,Thomas Sadoski,Keene McRae,Michiel Huisman,W. Earl Brown,Gaby Hoffmann,Kevin Rankin,Brian Van Holt,Cliff De Young,Mo McRae,Will Cuddy,Leigh Parker,Nick Eversman,Ray Buckley,Randy Schulman,Cathryn de Prume,Kurt Conroyd,Ted deChatelet,Jeffree Newman,Lorraine Bahr,Jerry Carlton,Kevin Michael Moore,Debra Pralle,Gray Eubank,Anne Sorce,Charles Baker,J.D. Evermore,Beth Hall,Jan Hoag,Carlee McManus,Art Alexakis,Anne Gee Byrd,Evan O'Toole,Jeanine Jackson,Jason Newell,Barry O'Neil,Rich Morris,Bobbi Strayed Lindstrom,Robert Alan Barnett,William Nelson,Tony Doupe,Dan Considine,Andrew Saunderson,Greg James,Orianna Herrman,Brian Borcherdt,Eric D. Johnson,Matt Pascua,Edric Carter,John Dickerson Jr.,Denise McSweeney,Alina Gatti,Henry Shotwell,Cheryl Strayed,Zackry Ayres,Joseph Thomas Bailey,Sara Bailey,Brett Barron,Vincent M. Biscione,Richard G. Boron,Cody Burns,Miles Cardin,Areana Cirina,William ""Will"" Daubert,Matthew Joel Flood,Elizabeth Fournier,Bekah Grace,Dylan Hall,Simos Kalivas,Brent Kublick,Dylan Wayne Lawrence,Jacob Looper,Jamie McCall,Edwin Modlin II,Blaine Palmer,Elizabeth Pennington,Ted Rooney,Trip Ross,Eric Sahlstrom,Peter Simpson,Wayne Sweat,Robert Zorn"
6.3,"
                    Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.
            ",The Loft,Open Road Films," 
               From , 
               ,
                    1,058
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjAyNTM4ODM5NV5BMl5BanBnXkFtZTgwNTA4NDE3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg","30 January 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjAyNTM4ODM5NV5BMl5BanBnXkFtZTgwNTA4NDE3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/6ea95f719c501116c4173314c381a102ed8e82ce.jpg', 'checksum': '41a5151b63533973d493772ec18b7fad'}]",Erik Van Looy,"Bart De Pauw,Wesley Strick","Karl Urban,James Marsden,Wentworth Miller",,,"32,791","Karl Urban,James Marsden,Wentworth Miller,Eric Stonestreet,Matthias Schoenaerts,Isabel Lucas,Rachael Taylor,Rhona Mitra,Valerie Cruz,Kali Rocha,Elaine Cassidy,Margarita Levieva,Kristin Lehman,Robert Wisdom,Ric Reitz,Graham Beckel,Kathy Deitch,Dora Madison,Cindi Woods,Laura Cayouette,Barbara Dzikanowice,Kim Ormiston,Misty Ormiston,Griff Furst,Eric Dickinson,Dennis Bagneris,Leticia Jimenez,William Scharpf,Trace Cheramie,Rhonda Floyd Aguillard,Lauren Alexandra,Monica Rene'e Anderson,Hillary Bosarge,Joshua Braud,Astrid Bryan,Felder Charbonnet,Stephanie Claire,Edward J. Clare,Julie Ann Doan,Alexander Eldimiati,Emily D. Haley,Gene Kevin Hames Jr.,John C. Klein,Cynthia LeBlanc,Elton LeBlanc,Stephen Livaudais,Moses Munoz,Taylor Newman,Jay Oliver,Jessica Poumaroux,Steve Rally,Kerry Sims,Logan Douglas Smith,Aspen Steib,Darren Sumner,Nathan Alan Thomas,Daniel Vincent"
7.4,"
                    A unit of female Israeli soldiers at a remote desert base bide their time as they count down the minutes until they can return to civilian life.
            ",Zero Motivation,July August Productions," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMTgzOTg0MDY3NV5BMl5BanBnXkFtZTgwNTI0OTA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTgzOTg0MDY3NV5BMl5BanBnXkFtZTgwNTI0OTA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/3e397b0dce0db17ca0e7f03847e4ff5a68733a91.jpg', 'checksum': 'e7e4c48a3f93fca84d77b874ce8b22c2'}]",Talya Lavie,Talya Lavie,"Dana Ivgy,Nelly Tagar,Shani Klein",,,"2,710","Dana Ivgy,Nelly Tagar,Shani Klein,Heli Twito,Meytal Gal,Tamara Klingon,Yonit Tobi,Yuval Segal,Elad Smama,Moshe Ashkenazi,Dana Meinrath,Lior Weinberg,Adi Havshush,Lee Lotan,Eyal Heyne Galli,Shir Klipper,Maya Goldenstein,Adar Hazan,Livnat Kabesa,Moran Rosen,Gal Ben Amra,Yonatan Dekel"
6.4,"
                    A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.
            ",Project Almanac,Insurge Pictures," 
               From , 
               ,
                    1,361
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/ad8dabdaefdd265ef29be0440b7f846f285fd793.jpg', 'checksum': 'bdedc014a8b7bf035bf1900e0d84b0d7'}]",Dean Israelite,"Jason Pagan,Andrew Deutschman","Amy Landecker,Sofia Black-D'Elia,Virginia Gardner",,,"55,618","Jonny Weston,Sofia Black-D'Elia,Sam Lerner,Allen Evangelista,Virginia Gardner,Amy Landecker,Gary Weeks,Macsen Lintz,Gary Grubbs,Michelle DeFraites,Curry Stone,Jamila Thompson,Katie Garfield,Hillary Harley,Courtney Bowers,Patrick Johnson,Joshua Brady,Danielle Rizzo,Mychael Bates,Onira Tares,Mani Yarosh,Andrew Benator,Aaron Marcus,André Nemec,Anthony Reynolds,Ben McKee,Daniel Platzman,Dan Reynolds,Wayne Sermon,Wadette Bradford,Taylor Hogan,Elijah Iniekpo,Sydney Isaac,Scott Ledbetter,Alexandra Norris,Tyler j Phillips,Brett David Stelter,Tyler Bilyeu,Katie Campassi,Frederick Carpenter,Kijafa Carter,Orel De La Mota,Michael Entrekin,Gabriela Fraile,Cameron Fuller,Fred Galle,Jeff Glover,Adam C. Johnson,Jesse Kindred,Levi Krevinghaus,Spring Leshiek,Sir Maejor,Cody Mason,Agnes Mayasari,Ann McCaskey,Gabriel Zane McDaniel,Xander Merciers,Johnny Otto,Dennis Roach,Elle Roberts,Valeri Rogers,Rob Ruprecht,Derrin Stull,Alyssa Varsalona,Ikia Walker,Rashia Whitlock"
6.6,"
                    A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.
            ",Black or White,BlackWhite," 
               From , 
               ,
                    4,211
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTYyMzE2NTE5MV5BMl5BanBnXkFtZTgwNDI3ODI2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTYyMzE2NTE5MV5BMl5BanBnXkFtZTgwNDI3ODI2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/75c7e5499e040f2e2c7797ff70adbc4576721261.jpg', 'checksum': '69b6a9abc4a1716af8360426a92759fe'}]",Mike Binder,Mike Binder,"Kevin Costner,Octavia Spencer,Gillian Jacobs",,,"7,794","Kevin Costner,Octavia Spencer,Jillian Estell,Bill Burr,Mpho Koaho,Anthony Mackie,André Holland,Gillian Jacobs,Jennifer Ehle,Paula Newsome,Indigo,Bertha Bindewald,Joe Chrest,Ireyon Johnson,Janeline Hayes,Lloyd Dillon,Ernest Wells,Angela Jones,David Jensen,John McConnell,Robert Larriviere,Lindsey G. Smith,Efuntola Akinlana,Ariyan Brister,Da-Jonna Cureaux,Dylan Duplessis,Desmond Francois,Jonah Gropper,Kyle Roussel,Mark Kroner,Eric Berris,David Scott Gaudin,Crystal Hamlin,Ronnie Hooks,Cynyon Dawn Rodriguez,Justin Vice,Bob Walker,Andrea Vittoria Alvarado,Lauren Jolie Amerson,MaryBeth Bonin,Kenneth Kynt Bryan,Janet Lynn Carey,Ron Centanni,Jordyn A. Davis,Michelle DeVito,Errol A. Eastwold,Joseph Fischer,Geraldine Glenn,Lyle R. Guidroz,Sadarias Harrell,Allyson Leigh Jordan,Patrick Kearns,Cynthia LeBlanc,Elton LeBlanc,Gerard 'Jerry' Lewis,Sedric Mason,Claire McReynolds,Starlette Miariaunii,Myesha-Tiara,Lola Phillips,Philippe Radelet,Gus Rhodes,Tommy Sheppard,Kerry Sims,Joseph Uzzell,Olivia Weaver,Treasure White"
6.0,"
                    A thriller set at the beginning of the 1980's Norwegian Oil Boom and centered on a diver whose obsession with reaching the bottom of the Norwegian Sea leads to tragedy.
            ",Pioneer,Friland," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BNjcwNzMxMDE1Ml5BMl5BanBnXkFtZTgwNTc4NjA2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BNjcwNzMxMDE1Ml5BMl5BanBnXkFtZTgwNTc4NjA2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/9e10e4cfaf2dfbb8094f431b5fc67ec5f5bd6c42.jpg', 'checksum': 'd073f123013c9e3a8604cf7303f96d81'}]",Erik Skjoldbjærg,"Nikolaj Frobenius,Hans Gunnarsson","Aksel Hennie,Wes Bentley,Stephen Lang",,,"3,367","Aksel Hennie,Wes Bentley,Stephen Lang,Stephanie Sigman,Jonathan LaPaglia,Ane Dahl Torp,Jørgen Langhelle,André Eriksen,David A. Jørgensen,Eirik Stubø,Endre Hellestveit,Laurents Rørvik,Janne Heltberg,Jerker Fahlström,Tyrone C. Wiggins,Thomas Hedengran,Jan Gunnar Sjøthun,Arne Lindtner Næss,Robin Hayes,Eric C. Westerstrøm,Peter Sjøgren"
4.6,"
                    An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.
            ",The Pyramid,Twentieth Century Fox Film Corporation," 
               From , 
               ,
                    2,736
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjAxODg2Mzc5OV5BMl5BanBnXkFtZTgwOTUxNTQ1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg","5 December 2014 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjAxODg2Mzc5OV5BMl5BanBnXkFtZTgwOTUxNTQ1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/2558bbcbd2a34721b7df1a1b1e8d055c818cebd9.jpg', 'checksum': '6a915b47dfa335e7aced36259c5eeee0'}]",Grégory Levasseur,"Daniel Meersand,Nick Simon","Ashley Hinshaw,James Buckley,Denis O'Hare",,,"16,521","Ashley Hinshaw,Denis O'Hare,James Buckley,Christa Nicola,Amir K,Faycal Attougui,Philip Shelley,Ait Hamou Amine,Omar Benbrahim,Joseph Beddelem,Chakir El Faaiz,Garsha Arristos,Prince Shah"
8.1,"
                    A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.
            ",Mommy,Metafilms," 
               From , 
               ,
                    2,174
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/7b021517e4aed7d9f9cc4c20cfc9875dcd15252f.jpg', 'checksum': '7c6091cbf3ceccabbd47e6d59137c0e1'}]",Xavier Dolan,Xavier Dolan,"Anne Dorval,Antoine-Olivier Pilon,Suzanne Clément",,,"26,432","Anne Dorval,Suzanne Clément,Antoine-Olivier Pilon,Patrick Huard,Alexandre Goyette,Michèle Lituac,Viviane Pascal,Natalie Hamel-Roy,Steven Chevrin,Pierre-François Bouffard,Pierre-Yves Cardinal,Vincent Fafard,Isabelle Nélisse"
7.7,"
                    The story of the Soviet Union's famed Red Army hockey team through the eyes of its players.
            ",Red Army,Gabriel Polsky Productions," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMjIxMDYwMTg3M15BMl5BanBnXkFtZTgwMDQ1NzQ0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg","29 January 2015 (Germany)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjIxMDYwMTg3M15BMl5BanBnXkFtZTgwMDQ1NzQ0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/573e3945751c6eaaf4b9ac49a19357c5d351c70c.jpg', 'checksum': '8158327aa77e06e6f659081f910cc11e'}]",Gabe Polsky,Gabe Polsky,"Viacheslav Fetisov,Scotty Bowman,Mark Deakins",,,"4,558","Scotty Bowman,Mark Deakins,Viacheslav Fetisov,Anatoli Karpov,Alexei Kasatonov,Ken Kurtis,Felix Nechepore,Vladimir Pozner,Tatiana Tarasova,Vladislav Tretiak"
5.8,"
                    A young woman strikes up a relationship with her ailing brother's favorite musician.
            ",Song One,Worldview Entertainment," 
               From , 
               ","http://ia.media-imdb.com/images/M/MV5BMjM4NDM5NDI1OV5BMl5BanBnXkFtZTgwMDQ4NjE0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjM4NDM5NDI1OV5BMl5BanBnXkFtZTgwMDQ4NjE0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/10522ac610aab924487d6ecbdc57a2fc850956f2.jpg', 'checksum': '511107ef19c01198d9de7630ac0a2481'}]",Kate Barker-Froyland,Kate Barker-Froyland,"Anne Hathaway,Johnny Flynn,Mary Steenburgen",,,"6,623","Anne Hathaway,Mary Steenburgen,Lola Kirke,Ben Rosenfield,Sarah Steele,Li Jun Li,Johnny Flynn,Shawn Parsons,Al Thompson,Crystal Lonneberg,Grace Rex,Gideon Glick,Katrina E. Perkins,Jessamine Kelley,Roderick Hill,Stefano Villabona,Lavinia Jones Wright,Sharon Van Etten,Alan Davis,J. Michael Kent,Cass Dillon,Steve Antonucci,Steven Anderson,Susan Millard,Emily McKinley Hill,Ariana Ionescu,Walter DeForest,Elizabeth Ziman,Jonah Larrama,Johnathan Pratt,Monna Sabouri,Arun Bhatt,Dan Deacon,Jason Mullen"
8.6,"
                    A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
            ",Interstellar,Paramount Pictures," 
               From , 
               ,
                    134
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg","7 November 2014 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/ee63162ee0fda8aaa001ab4559d7c206f705e6d0.jpg', 'checksum': '130d56a5cf694213f86767d7f47d0753'}]",Christopher Nolan,"Jonathan Nolan,Christopher Nolan","Matthew McConaughey,Anne Hathaway,Jessica Chastain",,,"902,906","Ellen Burstyn,Matthew McConaughey,Mackenzie Foy,John Lithgow,Timothée Chalamet,David Oyelowo,Collette Wolfe,Francis X. McCarthy,Bill Irwin,Anne Hathaway,Andrew Borba,Wes Bentley,William Devane,Michael Caine,David Gyasi,Josh Stewart,Casey Affleck,Leah Cairns,Jessica Chastain,William Dickinson,Topher Grace,Matt Damon,Flora Nolan,Griffen Fraser,Jeff Hephner,Lena Georgas,Elyes Gabel,Brooke Smith,Russ Fega,William Patrick Brown,Cici Leah Campbell,Mark Casimir Dyniewicz,Benjamin Hardy,Alexander Michael Helisek,Ryan Irving,Alexander Lu,Joseph Oliveira,Marlon Sanders,Bryan Stamp,Kristian Van der Heyden,Kevan Weber"
5.7,"
                    Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.
            ",Strange Magic,Filmbox," 
               From , 
               ,
                    2,358
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjA0NjU3MTU5OF5BMl5BanBnXkFtZTgwMTYyMDQ3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg","23 January 2015 (USA)
,
","[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjA0NjU3MTU5OF5BMl5BanBnXkFtZTgwMTYyMDQ3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/fddf82cbd741d7e701530af1c9fbc9df1dead8b5.jpg', 'checksum': '006c93ab6831387bc99916d1654ac18a'}]",Gary Rydstrom,"David Berenbaum,Irene Mecchi","Evan Rachel Wood,Elijah Kelley,Kristin Chenoweth",,,"6,282","Alan Cumming,Evan Rachel Wood,Elijah Kelley,Meredith Anne Bull,Sam Palladio,Kristin Chenoweth,Alfred Molina,Maya Rudolph,Bob Einstein,Peter Stormare,Kevin Michael Richardson,Llou Johnson,Robbie Daymond,Brenda Chapman,Tony Cox,Lee Majdoub,Gary Rydstrom,Sterling Sheehy,Nicole Vigil,Joe Whyte,Amanda Jean Young,Sylvia Zaradic"
4.6,"
                    A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.
            ",The Boy Next Door,Universal Pictures," 
               From , 
               ,
                    1,442
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/0fc3efff49dd759a8d7d55a2b0a96c81bb95d117.jpg', 'checksum': 'bf475515763b51d028d4a7865581bebb'}]",Rob Cohen,Barbara Curry,"Jennifer Lopez,Ryan Guzman,Kristin Chenoweth",,,"26,052","Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett,Kristin Chenoweth,Lexi Atkins,Hill Harper,Jack Wallace,Adam Hicks,François Chau,Bailey Chase,Kent Avenido,Travis Schuldt,Brian Mahoney,Raquel Gardner,Kari Perdue,Chad Bullard,Forrest Kiyoshi Hoffman,Brandon Rush,Dexter the Cat"
6.7,"
                    A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.
            ",The Duke of Burgundy,Rook Films," 
               From , 
               ,
                    4,094
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjE3MDY2NTQ5Nl5BMl5BanBnXkFtZTgwMDIxMDI5MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjE3MDY2NTQ5Nl5BMl5BanBnXkFtZTgwMDIxMDI5MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/a88f96e6b96e9c50dae58e0728232376d5184e73.jpg', 'checksum': 'bb3e6601f28d570d7177f3f57f471861'}]",Peter Strickland,Peter Strickland,"Sidse Babett Knudsen,Monica Swinn,Chiara D'Anna",,,"6,979","Chiara D'Anna,Kata Bartsch,Sidse Babett Knudsen,Monica Swinn,Zita Kraszkó,Gretchen Meddaugh,Eszter Tompa,Fatma Mohamed,Eugenia Caruso"
6.4,"
                    Claire becomes fascinated by the suicide of a woman in her chronic pain support group while grappling with her own, very raw personal tragedy.
            ",Cake,Cinelou Films," 
               From , 
               ,
                    2,060
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMTc4NDYzNTcyM15BMl5BanBnXkFtZTgwNjQ5NzQ0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMTc4NDYzNTcyM15BMl5BanBnXkFtZTgwNjQ5NzQ0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/6a6c2fd84933050dfa81826be2d047ef1a8ec18c.jpg', 'checksum': 'a2b5a396d8aba90e940c1506d92857e1'}]",Daniel Barnz,Patrick Tobin,"Jennifer Aniston,Adriana Barraza,Anna Kendrick",,,"26,434","Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Paula Cale,Ashley Crow,Manuel Garcia-Rulfo,Camille Guaty,Allen Maldonado,Camille Mana,Julio Oscar Mechoso,Evan O'Toole,Lizzie Peet,Pepe Serna,Misty Upham,Rose Abdoo,Alma Martinez,Andrew Elvis Miller,Louie Novoa,Laura Putney,Robert Zimiga,Erica Frene,Clayton Frey,Lubella Gauna,Stephanie Ray,Noah Segura"
6.4,"
                    In order to make good with his former employers, a submarine captain takes a job with a shadowy backer to search the depths of the Black Sea for a submarine rumored to be loaded with gold.
            ",Black Sea,Focus Features," 
               From , 
               ,
                    1,919
      (, ,)
                ","http://ia.media-imdb.com/images/M/MV5BMjMyNzI1ODA3OF5BMl5BanBnXkFtZTgwMTI5OTczMzE@._V1._CR54,54,1274,1940_UX182_CR0,0,182,268_AL_.jpg",,"[{'url': 'http://ia.media-imdb.com/images/M/MV5BMjMyNzI1ODA3OF5BMl5BanBnXkFtZTgwMTI5OTczMzE@._V1._CR54,54,1274,1940_UX182_CR0,0,182,268_AL_.jpg', 'path': 'full/9d93d85f4cc9607aa6778fe1e82cadd2be1704b9.jpg', 'checksum': 'abecee9cd4960fa969a9b0472c472538'}]",Kevin Macdonald,Dennis Kelly,"Jude Law,Scoot McNairy,Ben Mendelsohn",,,"23,918","Jude Law,Karl Davies,Llewella Gideon,Jodie Whittaker,Gus Barry,Konstantin Khabenskiy,Daniel Ryan,Scoot McNairy,Tobias Menzies,Michael Smiley,David Threlfall,Sergey Kolesnikov,Sergey Puskepalis,Sergey Veksler,Grigoriy Dobrygin,Ben Mendelsohn,Branwell Donaghey,Bobby Schofield,Yuri Klimov,Zaak Conway,Dennis Kelly,Kevin Macdonald,Nick Palmer,Charles Steel,Habib Anibaba,Mihai Arsene,Paulina Boneva,David Cromarty,Leigh Dent,Denis Khoroshko,Stephen McDade,Georg Nikoloff,Dean Roof,June Smith,Paul Terry,Ryan Wiggins,Micky Woodman"
